envSteps,gradientSteps,totalReward,totalCuriosity,worldModelLoss,reconstructionLoss,rewardPredictorLoss,klLoss,teamItemLoss,ltmRewardLoss,gridLoss,varLoss,curiosityLoss,actorLoss,entropies,criticLoss,curiosityCriticLoss,advantages,curiosityAdvantages,criticValues,curiosityCriticValues
20762500,126500,21.7,64.68,23.0222,5.2253,0.1466,16.0865,0.0029,0.0139,0.273,1.2738,0.0572,-0.1348,0.8636,0.785,0.9332,0.0003,-0.052,4.6635,19.8793
20840000,127000,37.84,72.16,25.0888,4.8903,0.1438,17.4897,0.0025,0.0107,0.6944,1.8575,0.0658,-0.1349,1.0676,1.009,1.2116,0.0614,0.0295,5.2573,11.9058
20925000,127500,77.51,74.8,26.4848,5.5954,0.1606,18.0693,0.0017,0.0059,0.6331,2.0187,0.0945,-0.1105,0.9428,0.9554,1.3875,0.0112,0.02,5.6974,16.5125
21000000,128000,21.9,80.24,27.3471,6.0934,0.1373,18.7462,0.0025,0.007,0.5928,1.7678,0.0917,-0.1429,0.9116,0.8516,1.2187,-0.0308,0.1203,4.9838,16.1817
21077500,128500,31.94,99.09,26.7878,5.6603,0.1542,18.7115,0.0033,0.011,0.543,1.7046,0.0768,-0.0802,1.0171,1.0249,1.0913,-0.0251,0.1191,4.6212,24.3262
21160000,129000,59.01,93.28,26.6164,5.6896,0.1319,18.5214,0.0019,0.006,0.6386,1.6271,0.0732,-0.1293,0.9815,0.8737,1.1246,0.0073,0.0063,4.5738,13.4532
21240000,129500,44.85,51.76,30.6646,6.5985,0.1561,20.2777,0.0041,0.0294,0.6858,2.913,0.0749,-0.1654,1.0893,1.123,1.3491,-0.012,-0.0518,4.5394,8.1016
21322500,130000,61.07,68.43,28.8392,6.2317,0.1307,19.8488,0.0034,0.0252,0.7945,1.8049,0.0817,-0.1144,1.0703,0.9347,1.3955,-0.0412,-0.2285,5.2918,10.5327
21402500,130500,50.97,104.59,26.9228,5.6145,0.1385,18.6312,0.0015,0.0055,0.6588,1.8728,0.1196,-0.1542,0.8822,0.9311,1.193,0.0235,0.0593,4.2617,12.7003
21482500,131000,50.07,72.85,26.9312,5.789,0.1356,18.1869,0.0016,0.036,0.6257,2.1565,0.0853,-0.1429,0.8318,0.9554,1.2121,0.0341,-0.1699,6.1342,13.6231
21557500,131500,26.93,108.4,26.7301,6.0362,0.1456,18.2169,0.0029,0.0179,0.7002,1.6103,0.0972,-0.1205,0.9138,0.8963,1.2315,-0.0217,-0.0386,5.2008,18.1499
21637500,132000,48.99,58.78,28.9626,6.4682,0.1524,19.8059,0.0021,0.018,0.7182,1.7978,0.1479,-0.0844,0.9173,0.893,1.1613,-0.0352,-0.0102,4.8278,14.7599
21712500,132500,25.1,34.12,27.982,5.8082,0.1452,18.9715,0.0016,0.0067,0.8169,2.2318,0.0791,-0.1683,0.9418,0.9193,1.2168,0.0403,0.0696,5.1551,15.9117
21800000,133000,86.18,66.59,29.3014,5.9116,0.1627,20.1075,0.0031,0.0069,0.6895,2.4202,0.1174,-0.1565,1.0991,1.1013,1.2743,0.0559,0.0329,5.3261,9.5087
21880000,133500,44.99,50.41,29.4929,6.2183,0.1757,20.174,0.0112,0.1086,0.6326,2.1724,0.0743,-0.1642,1.0936,1.1245,1.4613,0.1577,0.0014,12.4766,6.9216
21957500,134000,68.12,61.39,28.6533,5.9393,0.1673,19.9957,0.0032,0.008,0.6513,1.8885,0.0736,-0.063,1.0241,1.0009,1.3893,-0.0714,-0.1125,10.4903,6.4536
22035000,134500,30.66,60.22,27.5968,5.9556,0.173,19.3774,0.0043,0.0173,0.6543,1.4149,0.0695,-0.1009,1.1182,0.9411,1.2137,-0.0211,0.0545,8.8618,18.3696
22110000,135000,23.11,84.67,25.6372,6.0546,0.1763,17.5567,0.0028,0.0074,0.4152,1.4243,0.123,-0.2245,0.9633,0.8536,1.1126,-0.0328,0.0259,6.0309,18.5584
22185000,135500,11.34,72.08,30.4799,7.9046,0.1401,19.7034,0.0027,0.0079,0.8871,1.8341,0.1092,-0.1743,0.9787,0.9403,1.0589,0.0111,0.012,5.1707,19.042
22262500,136000,28.71,52.19,28.3476,7.1037,0.1608,19.2883,0.0019,0.004,0.6268,1.1621,0.1292,-0.1151,0.9367,0.819,1.345,0.0039,-0.0474,4.8592,17.4765
22350000,136500,81.9,76.39,27.2412,6.3954,0.1307,18.5231,0.0024,0.0065,0.6529,1.5302,0.0802,-0.1656,0.8469,0.9275,1.2061,0.0328,-0.0515,4.7098,11.8043
22437500,137000,81.23,67.49,26.8085,6.2792,0.1438,18.0293,0.0028,0.0063,0.6109,1.7362,0.0532,-0.1002,0.8971,0.8859,1.1061,-0.0235,-0.0109,5.2489,12.2032
22522500,137500,70.11,66.02,34.3817,9.7048,0.1378,22.2883,0.0021,0.0041,0.8181,1.4266,0.1196,-0.1185,0.9468,0.9869,1.2039,0.0119,0.0236,5.148,12.3071
22610000,138000,83.15,79.86,28.3295,6.6845,0.142,19.2674,0.0014,0.0006,0.601,1.6327,0.069,-0.1334,0.8712,0.831,1.1013,0.0069,-0.0767,4.9872,16.9238
22695000,138500,70.11,67.23,29.8541,7.3861,0.1551,19.8782,0.0015,0.0069,0.5768,1.8495,0.052,-0.1687,0.9485,0.8306,1.1024,0.0142,-0.0412,5.2044,13.4337
22782500,139000,91.06,76.66,28.5701,6.3065,0.1475,19.7277,0.0013,0.0141,0.4002,1.9728,0.099,-0.1725,1.0668,0.9913,1.1985,-0.0327,-0.2001,5.5259,11.3912
22870000,139500,81.34,75.48,28.7251,7.3254,0.1307,19.1424,0.001,0.005,0.5436,1.577,0.1039,-0.1078,0.6974,0.7237,1.1769,-0.0122,0.0166,7.4736,11.4262
22955000,140000,71.17,75.84,29.3993,7.0489,0.1506,19.8497,0.0009,0.0072,0.6694,1.6726,0.1354,-0.0893,0.8492,0.8906,1.1601,-0.0806,-0.0947,6.5188,17.1331
23040000,140500,73.13,74.26,27.3878,6.0443,0.1472,18.2015,0.0007,0.0043,0.3893,2.6003,0.0871,-0.1033,0.7906,1.0161,0.9824,0.0548,-0.0573,6.8282,13.093
23125000,141000,70.04,68.53,39.3499,7.5319,0.1483,29.4233,0.002,0.0267,1.3064,0.9113,0.0947,-0.1594,0.9924,0.9701,1.4125,-0.0461,0.0244,9.339,10.8931
23212500,141500,83.34,70.98,32.0541,6.1056,0.1407,23.0023,0.001,0.0313,0.8279,1.9454,0.0466,-0.0372,1.0531,1.2496,1.3983,-0.1326,-0.0732,8.3293,6.6694
23287500,142000,28.09,21.54,32.0735,6.5312,0.1503,22.889,0.0017,0.014,0.8497,1.6376,0.1532,-0.2125,0.9906,1.0719,1.0708,0.0525,-0.0002,8.9421,14.1517
23367500,142500,45.95,44.97,28.5467,5.6509,0.1602,20.531,0.0008,0.0099,0.6428,1.551,0.0637,-0.0606,0.99,0.923,1.4525,0.0381,-0.4144,8.8788,12.2422
23452500,143000,67.01,60.32,26.772,5.6568,0.1824,18.7566,0.0015,0.0077,0.3297,1.8372,0.0758,-0.089,0.8786,0.9485,1.1892,0.0287,0.0699,8.5192,12.3398
23527500,143500,15.69,6.27,26.6538,6.0367,0.1408,18.6209,0.0008,0.0078,0.4187,1.428,0.067,-0.0706,0.6985,0.7717,1.0274,-0.0538,0.0107,9.1002,16.4361
23602500,144000,10.45,6.4,25.7647,4.6643,0.142,18.4879,0.0009,0.0065,0.4159,2.0474,0.0453,-0.1427,0.81,1.1316,1.0726,0.2009,-0.0855,8.7449,16.3097
23690000,144500,81.09,68.9,28.8992,6.3759,0.1401,20.1496,0.0009,0.008,0.64,1.5846,0.0974,-0.1863,0.6995,0.9446,1.2682,-0.0282,0.0028,9.3724,8.9706
23765000,145000,0.0,2.52,26.2389,6.4939,0.1409,17.7789,0.0022,0.011,0.3166,1.4955,0.077,-0.1042,0.8095,0.8749,1.2099,-0.0557,0.028,8.9431,17.0764
23847500,145500,59.01,56.88,23.0216,4.5561,0.1621,16.308,0.002,0.0077,0.3293,1.6563,0.066,0.0217,0.9525,0.8469,1.1056,-0.0376,0.0969,6.5871,19.3464
23935000,146000,84.25,81.67,25.5771,5.5204,0.1424,17.6943,0.0007,0.0061,0.4702,1.7431,0.0636,-0.1368,0.9141,0.8274,0.987,-0.0753,0.039,6.8046,14.5582
24012500,146500,30.9,37.33,24.6467,4.8543,0.1536,18.1331,0.0007,0.0027,0.317,1.1852,0.0412,-0.0254,0.78,0.6995,0.9301,-0.0219,0.0393,4.7987,21.5294
24087500,146750,84.08,73.64,27.6688,6.0297,0.1433,19.4584,0.0018,0.0059,0.302,1.7277,0.0487,-0.1513,1.1129,1.0749,1.1854,0.0139,-0.0104,4.9866,15.1474
24162500,147000,85.26,68.94,25.7482,5.2616,0.1376,17.5366,0.0012,0.0018,0.5614,2.2482,0.0675,-0.1316,0.8103,1.0184,1.1609,0.0692,-0.1149,6.1163,13.4076
24237500,147250,86.19,69.29,30.3419,5.8989,0.1474,20.9569,0.0021,0.0085,0.733,2.5952,0.0747,-0.1399,1.0194,1.4263,1.2175,0.0115,-0.1094,7.4795,11.5309
24382500,147750,73.27,72.415,23.5476,4.3829,0.1507,17.4486,0.0012,0.0035,0.3359,1.2248,0.0599,-0.1907,0.8786,0.8248,1.2988,-0.0284,0.0427,7.1318,11.3855
24510000,148250,19.95,44.995,31.5616,7.2717,0.1354,22.1623,0.003,0.016,0.464,1.5093,0.0536,-0.0294,0.9171,1.0948,1.0406,-0.0494,0.1576,6.5802,20.075
24650000,148750,61.0,77.47,25.7968,5.9553,0.1737,17.7067,0.0003,0.0028,0.3466,1.6114,0.0451,-0.1251,0.9139,0.9448,0.989,-0.0575,0.062,6.2712,16.9326
24775000,149250,20.77,49.08,40.7377,5.0378,0.174,33.4767,0.0008,0.0107,1.1405,0.8971,0.069,-0.113,1.0431,1.0571,1.1471,-0.0305,0.0304,6.2193,11.1134
24900000,149750,11.93,32.6,31.4976,5.0677,0.1307,24.9943,0.0012,0.008,0.4729,0.8228,0.0286,-0.1247,0.9576,1.0819,1.197,0.0184,-0.0341,5.4287,10.6185
25045000,150250,89.07,75.99,25.303,5.3028,0.1612,17.5903,0.0006,0.0019,0.448,1.7982,0.0495,-0.1722,0.9674,0.9644,1.2982,0.0406,-0.1264,7.4477,13.3336
25172500,150750,28.35,79.05,26.6963,5.2057,0.1633,19.6037,0.0021,0.0173,0.5362,1.1679,0.1047,-0.1404,1.0593,0.9357,1.2846,0.0012,-0.2297,6.6467,21.8297
25297500,151250,20.79,33.735,28.4053,7.4422,0.158,18.9634,0.0009,0.0025,0.542,1.2962,0.0923,-0.1187,0.9121,0.7835,1.1533,-0.0241,0.035,5.3112,22.6054
25422500,151750,20.82,29.145,28.781,7.7082,0.137,19.2302,0.0006,0.0025,0.4982,1.2044,0.0813,-0.0829,0.8043,0.8782,0.9666,0.0201,-0.0,4.5549,16.1557
25547500,152250,13.04,8.87,36.9569,5.1605,0.1669,29.9261,0.0016,0.015,0.9706,0.7163,0.0669,-0.1305,1.2111,0.972,1.1992,-0.0169,-0.0361,4.7458,13.7762
25672500,152750,15.58,11.805,30.396,5.0996,0.1412,23.4312,0.0017,0.0075,0.6869,1.0279,0.0543,-0.147,1.1592,0.9023,1.2836,-0.0077,0.0229,4.1779,11.4123
25800000,153250,24.26,33.335,35.0195,8.6637,0.1371,24.964,0.0006,0.0031,0.5021,0.7488,0.0362,-0.1047,0.9965,1.2852,1.2355,0.056,-0.0619,6.2958,10.4696
25925000,153750,13.06,16.93,27.1452,6.5411,0.1329,19.2281,0.0007,0.0004,0.3651,0.877,0.0746,-0.1625,0.8723,0.7627,0.9274,-0.0043,-0.0556,4.5647,22.7346
26060000,154250,46.0,68.42,36.8485,8.8536,0.1432,25.855,0.0003,0.0015,1.1387,0.8562,0.0706,-0.1059,0.7596,0.7851,0.8301,0.0242,-0.0753,4.4235,24.0401
26190000,154750,34.78,28.8,30.3879,7.7418,0.1512,20.9751,0.0004,0.0089,0.5388,0.9717,0.0604,-0.1068,1.0039,0.8286,1.1614,-0.0377,-0.1575,4.1216,9.8765
26315000,155250,13.54,10.755,25.4004,5.3021,0.1348,18.6158,0.0002,0.0005,0.2527,1.0943,0.01,-0.2241,1.0223,1.0009,1.1928,0.0315,-0.1334,5.613,16.0081
26445000,155750,32.06,43.245,29.1843,6.7067,0.1515,20.9023,0.0003,0.0005,0.3897,1.0334,0.0532,-0.1694,0.9557,0.7714,1.1535,-0.0242,-0.0061,4.4325,11.3106
26572500,156250,24.23,48.64,29.0512,7.1093,0.1512,20.3867,0.0006,0.0022,0.2962,1.105,0.0713,-0.0663,1.0977,0.898,1.1758,-0.0182,-0.1752,3.6112,14.9117
26712500,156750,59.65,61.695,27.1019,5.1869,0.1424,19.824,0.0003,0.0029,0.4286,1.5167,0.0777,-0.1705,1.2436,1.0147,1.1398,-0.0354,-0.0768,3.9563,11.6242
26852500,157250,57.53,57.135,26.316,4.6044,0.1568,19.8412,0.001,0.004,0.3818,1.3268,0.0569,-0.1357,1.0209,0.9072,1.169,-0.0048,-0.0205,4.293,11.3373
27002500,157750,83.62,60.6,41.4685,5.4831,0.1352,32.5295,0.001,0.0091,2.4421,0.8685,0.0794,-0.1132,1.2452,1.0562,1.3427,-0.0161,-0.0204,5.2609,7.8503
27137500,158250,47.43,68.68,26.4676,4.0121,0.1308,20.7444,0.0002,0.0061,0.4006,1.1735,0.0359,-0.0614,0.9604,0.7749,1.1857,-0.0065,0.2325,3.81,22.0727
27272500,158750,53.63,61.395,22.8218,3.4175,0.1916,17.472,0.0004,0.014,0.339,1.3873,0.0331,-0.168,1.126,1.0374,1.0632,0.0111,-0.0132,5.2321,8.0932
27415000,159250,70.13,45.995,26.6245,4.275,0.1809,20.0164,0.0004,0.0066,0.8968,1.2484,0.109,-0.1843,1.0951,1.0173,1.1179,0.0162,-0.0143,5.938,8.7713
27560000,159750,70.28,78.48,23.783,2.8779,0.1459,18.8455,0.0004,0.0066,0.3378,1.5689,0.0465,-0.125,1.1113,0.9218,1.1417,-0.0179,0.0238,5.7659,13.1666
27685000,160250,0.0,1.08,28.0733,5.1604,0.208,20.8014,0.0008,0.0089,0.4884,1.4054,0.1207,-0.1582,1.2075,0.9148,1.0376,0.0091,-0.0042,4.5754,9.5593
27835000,160750,84.22,70.025,21.8738,2.6222,0.1419,16.936,0.0004,0.0031,0.309,1.8611,0.0427,-0.1516,0.8891,0.8225,0.9862,0.0006,0.0289,4.2044,13.4577
27982500,161250,76.48,68.83,29.108,3.3278,0.165,23.8247,0.0007,0.0072,0.7359,1.0468,0.0844,-0.1258,1.1275,0.9237,1.2964,0.001,-0.0855,6.0107,9.8665
28107500,161750,0.0,0.97,24.7379,4.6994,0.1355,17.8086,0.0005,0.0062,0.4327,1.655,0.1153,-0.1087,1.1928,0.9512,1.2716,-0.0229,-0.1321,6.6717,9.189
28247500,162250,60.7,68.825,22.3946,3.0205,0.1709,17.4515,0.0011,0.0075,0.2414,1.5016,0.0388,-0.072,0.8915,1.0181,0.9391,0.0184,-0.0164,6.653,12.5067
28377500,162750,37.65,64.15,28.2041,4.7411,0.15,21.0871,0.0004,0.0075,1.2673,0.9506,0.0747,-0.1331,1.0542,0.9082,1.0295,-0.044,-0.2165,5.2405,17.578
28515000,163250,57.26,60.775,24.7596,4.2063,0.1521,18.639,0.0007,0.0013,0.6353,1.1249,0.0626,-0.1998,1.0541,0.8486,1.0654,0.0121,0.0951,4.716,13.9846
28665000,163750,90.95,59.745,23.3223,3.7357,0.1783,17.2065,0.0022,0.0053,0.4506,1.7437,0.0446,-0.0802,1.0486,0.9606,1.0075,0.0501,-0.0447,5.4437,9.4913
28815000,164250,83.26,60.315,22.0847,2.6644,0.1473,17.3124,0.0001,0.0007,0.3936,1.5661,0.0864,-0.1362,1.001,0.8688,1.104,0.0132,-0.1533,7.0056,13.177
28962500,164750,83.24,67.83,23.8815,3.5757,0.1339,18.7546,0.0005,0.0007,0.4132,1.0029,0.0432,-0.1239,0.9235,0.8265,1.087,0.0003,-0.1073,5.418,22.1652
29100000,165250,54.11,87.145,26.9624,4.4696,0.1501,20.4108,0.001,0.002,0.4733,1.4557,0.094,-0.1359,0.9627,0.8712,1.0149,-0.0124,-0.0675,6.6321,16.8186
29225000,165750,26.66,26.145,26.7724,4.7527,0.1476,19.7432,0.0012,0.0146,0.6085,1.5045,0.1001,-0.0726,0.9846,0.8794,1.2299,-0.0098,-0.0345,7.9196,9.0468
29352500,166250,13.84,15.63,24.0769,3.489,0.1741,18.5216,0.0019,0.0034,0.5563,1.3306,0.0552,-0.0893,1.0003,0.8537,1.233,-0.0125,-0.025,6.5226,10.0108
29477500,166750,0.0,1.595,23.1558,4.0849,0.1307,17.3945,0.0003,0.0054,0.2369,1.3032,0.0708,-0.1093,0.8524,0.7879,1.122,-0.0127,-0.073,6.2571,12.5717
29602500,167250,12.48,24.43,28.1634,4.0767,0.179,22.1718,0.0008,0.0049,0.5143,1.2159,0.0886,-0.1081,0.8373,0.8937,1.0467,-0.0016,-0.0349,5.8215,13.684
29730000,167750,21.67,25.865,23.8406,4.52,0.1529,17.5195,0.0004,0.0002,0.4467,1.2011,0.0516,-0.0885,0.8997,0.7547,1.0133,-0.0253,0.0054,5.5098,9.5508
29865000,168250,49.53,61.245,29.742,5.873,0.1307,22.5016,0.001,0.0028,0.6343,0.5987,0.0299,-0.1066,0.9863,0.9209,1.0294,-0.0296,-0.1116,5.2351,12.4959
29990000,168750,17.68,42.25,24.0338,4.6301,0.1378,17.9217,0.0005,0.0041,0.3685,0.9712,0.0553,-0.1401,0.8077,0.7625,0.8901,-0.0223,0.1094,5.2298,27.6217
30115000,169250,18.25,55.935,21.4506,4.0073,0.1309,15.9516,0.0007,0.0011,0.293,1.066,0.0706,-0.1533,0.8452,0.9715,1.0537,-0.0092,0.0029,4.3951,24.2833
30240000,169750,12.46,24.39,24.9879,4.8654,0.1394,18.6606,0.0002,0.0006,0.5158,0.8061,0.0631,-0.0769,0.9636,0.9587,0.9567,-0.0284,0.0983,4.8505,22.3214
30365000,170250,21.76,58.5,34.0566,6.2876,0.141,26.6049,0.0001,0.0038,0.5202,0.4991,0.093,-0.107,0.8955,0.8361,1.2454,-0.0326,-0.3718,3.9374,14.9349
30490000,170750,15.59,42.085,24.6061,4.3057,0.1582,17.6737,0.0003,0.0031,0.5683,1.8968,0.0568,-0.2036,1.0141,1.0897,1.0674,0.023,0.1154,4.2718,19.2204
30630000,171250,58.07,50.925,29.4327,6.346,0.1662,21.5894,0.0008,0.0005,0.679,0.6508,0.0858,-0.2191,1.1939,0.8764,1.5806,-0.0135,-0.0801,3.658,9.1068
30757500,171750,22.21,62.515,28.2202,5.2484,0.1519,21.4038,0.0003,0.0005,0.5124,0.9029,0.1006,-0.1401,1.0519,0.9484,1.0756,-0.0333,-0.1039,4.4145,20.226
30897500,172250,58.64,69.21,39.905,7.1164,0.1374,30.6626,0.0003,0.0009,1.5873,0.4003,0.0556,-0.0742,0.926,0.8161,1.2268,-0.0215,0.3222,4.6358,16.9778
31045000,172750,78.09,81.805,53.0939,6.8945,0.1307,42.8439,0.0003,0.0206,2.4147,0.7892,0.0734,-0.0436,1.0355,0.9326,1.3863,-0.0037,0.0939,4.0456,11.7811
31195000,173250,82.71,83.65,25.1332,4.9768,0.1523,18.1153,0.0001,0.0038,0.5915,1.2934,0.1036,-0.0864,0.8796,0.861,1.2224,-0.0094,-0.047,5.3454,12.1527
31325000,173750,32.9,51.82,33.1361,8.0193,0.1381,22.8503,0.0001,0.0049,0.7263,1.3971,0.0929,-0.0988,0.8408,1.07,1.1258,-0.0426,0.0872,6.8311,10.9808
31450000,174250,17.77,62.12,35.6431,5.8091,0.1365,27.2128,0.0003,0.0113,0.9977,1.4753,0.0966,-0.0252,0.9912,1.4425,1.4608,0.2536,0.1024,8.1589,18.8927
31575000,174750,16.68,42.59,33.9403,7.5349,0.1343,24.2206,0.0002,0.0013,0.7333,1.3157,0.0595,-0.1077,1.1123,1.1046,1.3155,0.0572,-0.3391,6.054,13.7147
31700000,175250,18.23,46.46,50.3201,6.8452,0.1616,40.4199,0.0001,0.0012,2.333,0.5591,0.0783,-0.0838,1.161,0.7926,1.4068,-0.0699,-0.2751,3.9122,16.3046
31840000,175750,60.54,96.585,29.1562,4.9246,0.1545,22.0385,0.0001,0.0016,0.8895,1.1474,0.0576,-0.0341,1.0861,0.9615,1.2352,-0.013,-0.1668,4.5537,17.8092
31965000,176250,15.58,33.67,28.5054,5.4727,0.1405,20.4782,0.0008,0.0151,0.5528,1.8454,0.0662,-0.1683,0.9919,1.2539,1.078,0.0695,0.0092,4.9326,14.6786
32105000,176750,56.48,55.375,26.7948,5.6971,0.1424,19.4303,0.0001,0.0015,0.545,0.9783,0.0699,-0.1097,1.0703,0.9344,1.2152,0.0022,-0.2643,4.9805,14.7525
32230000,177250,20.73,41.4,40.4121,7.0136,0.1398,30.7355,0.0002,0.0047,1.4507,1.0676,0.0983,-0.1097,1.2356,1.0169,1.2816,-0.0078,-0.1262,4.2937,11.7391
32380000,177750,79.94,64.725,35.2968,5.0401,0.1408,27.9107,0.0002,0.0002,1.2879,0.9168,0.0874,-0.116,1.1098,0.9076,1.5168,-0.0391,-0.0502,3.3207,11.8479
32525000,178250,73.92,73.12,31.8186,7.0621,0.1549,22.2246,0.0001,0.0013,0.6257,1.7498,0.1035,-0.1218,1.1554,1.044,1.4756,0.0165,0.1397,3.8633,8.9635
32675000,178750,84.85,74.73,30.3743,5.8017,0.1388,22.2321,0.0002,0.0076,0.8146,1.3794,0.0654,-0.118,1.2042,0.9332,1.2187,-0.0311,-0.0111,5.1116,12.0179
32802500,179250,16.87,21.15,29.5224,5.3238,0.1548,21.8579,0.0001,0.0007,0.9314,1.2537,0.0909,-0.1475,0.9134,0.8682,1.0973,0.042,0.0603,5.8479,10.2998
32947500,179750,70.57,84.035,27.6871,4.9258,0.1405,19.8109,0.0001,0.0008,0.6829,2.1262,0.0949,-0.1063,0.9082,0.9418,1.1124,-0.0724,0.0446,5.6203,9.9316
